word,base
zajmując,zajmować
drugie,drugi
mistrzostwach,mistrzostwa
świata,świat
wywalczyli,wywalczyć
medali,medal
tym,to
złotych,złoty
zm,zmarł
polska,polski
ze,z
zgromadzenia,zgromadzenie
bernardynek,bernardynka
klasztoru,klasztor
Encyklopedii,encyklopedia
kościelnej,kościelny
biskupa,biskup
płockiego,płocki
Andrzeja,Andrzej
Chryzostoma,Chryzostom
Załuskiego,Załuski
posłana,posłać
Warszawy,Warszawa
została,zostać
obrana,obrać
przełożoną,przełożona
uzyskała,uzyskać
głosy,głos
obierana,obierać
była,być
wyniki,wynik
elekcji,elekcja
są,być
dobrą,dobry
ilustracją,ilustracja
rozwoju,rozwój
wspólnoty,wspólnota
uzyskała,uzyskać
głosów,głos
głosów,głos
Zatwierdzenie,zatwierdzić
elekcji,elekcja
przyszło,przyjść
Rzymu,Rzym
pomnożyła,pomnożyć
włości,włość
zgromadzenia,zgromadzenie
odbudowała,odbudować
ozdobiła,ozdobić
to,ten
poprosiła,poprosić
władze,władza
prowincji,prowincja
fundatorki,fundatorka
Odmówiono,odmówić
jej,on
twierdząc,twierdzić
odbyło,odbyć
wspólnym,wspólny
kosztem,koszt
pracą,praca
jej,on
staraniem,starać
bernardynki,bernardynka
otrzymały,otrzymać
wrębu,wrąb
lasów,las
koronnych,koronny
zapisana,zapisać
konwentu,konwent
ur,urodzony
marca,marzec
specjalizujący,specjalizować
rzucie,rzut
oszczepem,oszczep
Igrzysk,igrzyska
Olimpijskich,olimpijski
zdobywał,zdobywać
brązowe,brązowy
medale,medal
mistrzostw,mistrzostwa
Europy,Europa
ma,mieć
dorobku,dorobek
Uniwersjady,uniwersjada
to,ten
położone,położyć
hrabstwie,hrabstwo
Zostało,zostać
założone,założyć
roku,rok
ur,urodzony
czerwca,czerwiec
Libuszy,Libusza
zm,zmarł
stycznia,styczeń
związany,związać
był,być
Teatrem,teatr
im,imienia
Wandy,Wanda
Siemaszkowej,Siemaszkowa
Rzeszowie,Rzeszów
przejściu,przejść
emeryturę,emerytura
dalej,daleko
występował,występować
pojawiając,pojawiać
scenie,scena
Był,być
autorem,autor
kilkudziesięciu,kilkadziesiąt
kreacji,kreacja
scenicznych,sceniczny
występami,występ
teatrze,teatr
pojawił,pojawić
filmach,film
Przeklęte,przeklęty
proroka,Prorok
Komorowskiego,Komorowski
objazdowe,objazdowy
Stanisława,Stanisław
został,zostać
wyróżniony,wyróżnić
tytułem,tytuł
Zasłużonego,zasłużony
Województwa,województwo
Rzeszowskiego,rzeszowski
aktorki,aktorka
Beaty,Beata
Odznaczenia,odznaczenie
Krzyżem,krzyż
Kawalerskim,kawalerski
Orderu,order
Odrodzenia,odrodzenie
Polski,Polska
budżetowe,budżetowy
budżetowe,budżetowy
uchwalony,uchwalić
budżetem,budżet
rocznym,roczny
formie,forma
ogólnych,ogólny
jego,on
założeń,założenie
Jest,być
wchodzi,wchodzić
budżetowa,budżetowy
pewnych,pewien
względów,wzgląd
może,móc
uchwalona,uchwalić
budżetowe,budżetowy
ma,mieć
wygasa,wygasać
upływem,upływ
terminu,termin
zostało,zostać
uchwalone,uchwalić
budżetowa,budżetowy
zostanie,zostać
uchwalona,uchwalić
Określa,określać
dochody,dochód
wydatki,wydatek
Państwa,państwo
tworzenia,tworzyć
budżetowego,budżetowy
jest,być
ustawy,ustawa
budżetowej,budżetowy
ustawodawcza,ustawodawczy
przysługuje,przysługiwać
Radzie,rada
Ministrów,minister
Jedną,jeden
cech,cecha
charakterystycznych,charakterystyczny
budżetowego,budżetowy
jest,być
jest,być
ono,on
uchwalane,uchwalać
krótszy,krótki
Taką,taki
procedurę,procedura
przewidywała,przewidywać
marcowa,marcowy
Polsce,Polska
zostało,zostać
uchwalone,uchwalić
roku,rok
dawna,dawny
wiejska,wiejski
powiecie,powiat
radziechowskim,radziechowski
województwa,województwo
tarnopolskiego,tarnopolski
Rzeczpospolitej,Rzeczpospolita
Siedzibą,siedziba
gminy,gmina
był,być
Gminę,gmina
utworzono,utworzyć
sierpnia,sierpień
ramach,ramy
reformy,reforma
podstawie,podstawa
ustawy,ustawa
scaleniowej,scaleniowy
dotychczasowych,dotychczasowy
gmin,gmina
wiejskich,wiejski
wojnie,wojna
światowej,światowy
gminy,gmina
znalazł,znaleźć
łagodniejszy,łagodny
smaku,smak
bardziej,bardzo
pieprzu,pieprz
czarnego,czarny
Czerwone,czerwony
jagody,Jagoda
pieprzu,pieprz
są,być
mniej,mało
dojrzałe,dojrzały
czarnych,czarny
bardziej,bardzo
zielonych,zielony
kolorem,kolor
ma,mieć
wspólnego,wspólny
pieprzem,pieprz
kajeńskim,kajeński
ur,urodzony
września,wrzesień
Bydgoszczy,Bydgoszcz
zm,zmarł
Pochodził,pochodzić
rodziny,rodzina
urzędnika,urzędnik
państwowego,państwowy
Bolesława,Bolesław
Kamińskiego,Kamiński
wojny,wojna
światowej,światowy
pracował,pracować
kolei,kolej
rozpoczął,rozpocząć
naukę,nauka
Mechanicznym,mechaniczny
Studiował,studiować
lata,rok
bydgoskiej,bydgoski
Wieczorowej,wieczorowy
Szkole,szkoła
Inżynierskiej,inżynierski
latach,rok
był,być
zatrudniony,zatrudnić
Bydgoskiej,bydgoski
Fabryce,fabryka
Maszyn,maszyna
Bydgoskim,bydgoski
Biurze,biuro
Projektów,projekt
Budownictwa,budownictwo
Przemysłowego,przemysłowy
Zakładach,zakład
Rowerowych,rowerowy
Klubie,kluba
Międzynarodowej,międzynarodowy
Prasy,prasa
Książki,książka
grudnia,grudzień
lipca,lipiec
pracował,pracować
redakcji,redakcja
literackiej,literacki
bydgoskiej,bydgoski
rozgłośni,rozgłośnia
Polskiego,polski
Radia,radio
Debiutował,debiutować
wierszem,wiersz
Nowym,nowy
Torze,tor
Jego,on
przypadł,przypaść
opowiadań,opowiadanie
boi,bać
był,być
autorem,autor
wielu,wiele
słuchowisk,słuchowisko
radiowych,radiowy
felietonów,felieton
recenzji,recenzja
literackich,literacki
audycji,audycja
monograficznych,monograficzny
które,który
pojawiały,pojawiać
lokalnej,lokalny
ogólnopolskiej,ogólnopolski
antenie,antena
radiowej,radiowy
nich,on
zebrał,zebrać
tomie,Tom
należał,należeć
Związku,związek
Literatów,literat
Polskich,polski
Jest,być
laureatem,laureat
in,inaczej
nagrody,nagroda
artystycznej,artystyczny
miasta,miasto
Bydgoszczy,Bydgoszcz
literackiej,literacki
Faktów,fakt
nagród,nagroda
Wojewódzkiej,wojewódzki
Rady,rada
Narodowej,narodowy
stopnia,stopień
dziedzinie,dziedzina
kultury,kultura
Otrzymał,otrzymać
odznakę,odznaka
Kultury,kultura
nagrodę,nagroda
Komitetu,komitet
ds,do spraw
Radia,radio
Telewizji,telewizja
pracy,praca
literackiej,literacki
radia,radio
Został,zostać
odznaczony,odznaczyć
Złotym,złoty
Krzyżem,krzyż
Zasługi,zasługa
Krzyżem,krzyż
Kawalerskim,kawalerski
Orderu,order
Odrodzenia,odrodzenie
Polski,Polska
Napisał,napisać
następujące,następujący
powieści,powieść
uwięzi,uwięź
Trzynoga,trzynóg
Ewy,Ewa
Królowej,królowy
Jadwigi,Jadwiga
Singapuru,Singapur
Dalajlamy,dalajlama
Wydał,wydać
portretów,portret
bydgoskich,bydgoski
ludzi,człowiek
kultury,kultura
sztuki,sztuka
lusterek,lusterko
ukazała,ukazać
młodzieży,młodzież
biegną,biec
Twoje,twój
konie,koń
Jego,on
imieniem,imienie
został,zostać
nazwany,nazwać
mostów,most
Bydgoszczy,Bydgoszcz
ur,urodzony
sierpnia,sierpień
grający,grać
pozycji,pozycja
obrońcy,obrońca
klubowa,klubowy
Karierę,kariera
piłkarską,piłkarski
rozpoczął,rozpocząć
klubie,klub
sezonie,sezon
zadebiutował,zadebiutować
jego,on
barwach,barwa
pierwszej,pierwszy
lidze,liga
jugosłowiańskiej,jugosłowiański
roku,rok
zdobył,zdobyć
Rijeką,Rijeka
Jugosławii,Jugosławia
finale,finał
lata,rok
był,być
zawodnikiem,zawodnik
Rijeki,Rijeka
rozegrał,rozegrać
niej,on
meczów,mecz
których,który
strzelił,strzelić
goli,gol
Latem,lato
roku,rok
przeszedł,przejść
Hajduka,hajduk
spędził,spędzić
lat,rok
największe,duży
sukcesy,sukces
osiągnął,osiągnąć
latach,rok
wygrał,wygrać
Jugosławii,Jugosławia
finale,finał
ze,z
Hajduku,hajduk
zagrał,zagrać
razy,raz
razy,raz
zdobywał,zdobywać
gola,gol
roku,rok
wyjechał,wyjechać
belgijskiego,belgijski
lidze,liga
belgijskiej,belgijski
grał,grać
lata,rok
roku,rok
wieku,wiek
lat,rok
zakończył,zakończyć
karierę,kariera
piłkarską,piłkarski
reprezentacyjna,reprezentacyjny
reprezentacji,reprezentacja
Jugosławii,Jugosławia
zadebiutował,zadebiutować
września,wrzesień
roku,rok
wygranym,wygrana
meczu,mecz
eliminacji,eliminacja
Mistrzostw,mistrzostwa
Świata,świat
Hiszpanii,Hiszpania
Danią,Dania
roku,rok
został,zostać
powołany,powołać
selekcjonera,selekcjoner
kadry,kadra
był,być
rezerwowym,rezerwowy
rozegrał,rozegrać
żadnego,żaden
spotkania,spotkanie
roku,rok
rozegrał,rozegrać
kadrze,kadra
narodowej,narodowy
meczów,mecz
ur,urodzony
ok,około
roku,rok
zm,zmarł
roku,rok
powstania,powstanie
Murzynów,Murzyn
Mulatów,Mulat
we,w
francuskiej,francuski
kolonii,Kolonia
roku,rok
klęsce,klęska
powstania,powstanie
schronił,schronić
hiszpańskiej,hiszpański
części,część
wyspy,wyspa
Został,zostać
wydany,wydać
Francuzom,Francuz
stracony,stracić
ogłoszeniu,ogłosić
rozejmu,rozejm
września,wrzesień
powstaniu,powstać
Włoskiej,włoski
Republiki,republika
Socjalnej,socjalny
września,wrzesień
rozpoczęło,rozpocząć
tworzenie,tworzyć
jej,on
sił,siła
zbrojnych,zbrojny
Niemcy,Niemiec
zgodzili,zgodzić
sformowanie,sformować
czterech,cztery
dywizji,dywizja
wojsk,wojsko
lądowych,lądowy
listopada,listopad
Bawarii,Bawaria
rozpoczęło,rozpocząć
ok,około
oficerów,oficer
czele,czoło
gen,generał
Mario,Maria
przeznaczonych,przeznaczyć
Dywizji,dywizja
Bersalierów,bersalier
później,późno
numerację,numeracja
zmieniono,zmienić
Ochotnicy,ochotnik
pochodzili,pochodzić
różnych,różny
jednostek,jednostka
armii,armia
włoskiej,włoski
maju,maj
czerwcu,czerwiec
przybyli,przybyć
Włoch,Włochy
pozostali,pozostały
rekruci,rekrut
lipca,lipiec
gen,generał
objął,objąć
Dywizji,dywizja
Alpejskiej,alpejski
Nowym,nowy
dowódcą,dowódca
Dywizji,dywizja
Bersalierów,bersalier
został,zostać
gen,generał
dywizji,dywizja
osiągnęła,osiągnąć
ok,około
żołnierzy,żołnierz
Składała,składać
dwóch,dwa
pułków,pułk
piechoty,piechota
pułku,pułk
artylerii,artyleria
pododdziałów,pododdział
wsparcia,wsparcie
służb,służba
Niemcy,Niemiec
zamierzali,zamierzać
Włochów,Włoch
Postanowili,postanowić
formowaną,formować
dywizję,dywizja
stanu,stan
brygady,brygada
lekkiej,lekki
piechoty,piechota
Spotkało,spotkać
ze,z
zdecydowanym,zdecydowany
sprzeciwem,sprzeciw
strony,strona
włoskiej,włoski
grudnia,grudzień
powróciła,powrócić
Włoch,Włochy
Skierowano,skierować
ją,on
Linię,Linia
Gotów,Got
dołączyła,dołączyć
Dywizji,dywizja
Alpejskiej,alpejski
doszło,dojść
dezercji,dezercja
które,który
zapoczątkowali,zapoczątkować
żołnierze,żołnierz
Batalionu,batalion
Pułku,pułk
Bersalierów,bersalier
pochodzący,pochodzić
większości,większość
południowych,południowy
Włoch,Włochy
stycznia,styczeń
wojska,wojsko
amerykańskie,amerykański
zaatakowały,zaatakować
pozycje,pozycja
batalionu,batalion
przewidywaniom,przewidywanie
zostały,zostać
zmuszone,zmusić
odwrotu,odwrót
powodu,powód
aktywności,aktywność
partyzantów,partyzant
trwały,trwać
dezercje,dezercja
stając,stawać
poważniejszym,poważny
problemem,problem
lutym,luty
kolejnym,kolejny
dowódcą,dowódca
dywizji,dywizja
został,zostać
gen,generał
marca,marzec
Amerykanie,Amerykanin
ramach,ramy
ofensywy,ofensywa
rzeką,rzeka
przeprowadzili,przeprowadzić
pozycje,pozycja
dywizji,dywizja
rezultatu,rezultat
odpowiedzi,odpowiedź
Niemcy,Niemiec
Włosi,Włoch
przeprowadzili,przeprowadzić
przyniósł,przynieść
aliantom,aliant
pewne,pewien
straty,strata
kwietnia,kwiecień
wybrzeża,wybrzeże
tyrreńskiego,tyrreński
rozpoczęła,rozpocząć
nowa,nowy
aliancka,aliancki
doprowadzając,doprowadzać
przełamania,przełamać
pozycji,pozycja
niemieckich,niemiecki
celu,cel
powstrzymania,powstrzymać
wojsk,wojsko
alianckich,aliancki
została,zostać
sformowana,sformować
składzie,skład
Batalionu,batalion
Pułku,pułk
Grupy,grupa
Artyleryjskiej,artyleryjski
Pułku,pułk
Artylerii,artyleria
Dywizji,dywizja
Bersalierów,bersalier
Batalionu,batalion
przydzielonego,przydzielić
wcześniej,wczesno
dywizji,dywizja
Alpejskiej,alpejski
Grupy,grupa
Artyleryjskiej,artyleryjski
Dywizji,dywizja
Alpejskiej,alpejski
Grupę,grupa
bojową,bojowy
dołączono,dołączyć
niemieckiej,niemiecki
Dywizji,dywizja
Piechoty,piechota
udało,udać
wojsk,wojsko
alianckich,aliancki
związku,związek
czym,co
Bersalierów,bersalier
wycofała,wycofać
była,być
tym,ten
czasie,czas
atakowana,atakować
partyzantów,partyzant
tej,ten
sytuacji,sytuacja
przeprowadzono,przeprowadzić
dalszy,daleki
kierunku,kierunek
Parmy,Parma
rejonie,rejon
rzeką,rzeka
dniach,dzień
kwietnia,kwiecień
doszło,dojść
walki,walka
wojskami,wojsko
brazylijskimi,brazylijski
Zdołano,zdołać
dywizji,dywizja
była,być
dramatyczna,dramatyczny
kwietnia,kwiecień
poddała,poddać
Brazylijczykom,Brazylijczyk
Mistrzostwach,mistrzostwa
Świata,świat
Lekkoatletyce,lekkoatletyka
Mistrzostwach,mistrzostwa
Świata,świat
Lekkoatletyce,lekkoatletyka
Malediwów,Malediwy
czempionatu,czempionat
Berlinie,Berlin
liczyła,liczyć
zawodników,zawodnik
Oboje,oboj
odpadli,odpaść
przedbiegach,przedbieg
ustanowili,ustanowić
lekkoatletyczne,lekkoatletyczny
rekordy,rekord
Malediwów,Malediwy
swoich,swój
konkurencjach,konkurencja
and,Anda
and,Anda
gromad,gromada
gwiazd,gwiazda
asocjacji,asocjacja
obiektów,obiekt
gwiazdowych,gwiazdowy
został,zostać
zestawiony,zestawić
roku,rok
Pradze,Praga
Ruprechta,Ruprecht
Obiekty,obiekt
katalogu,katalog
są,być
oznaczone,oznaczyć
np,na przykład
zawiera,zawierać
gromad,gromada
otwartych,otwarty
gromad,gromada
ruchomych,ruchomy
grup,grupa
gwiazd,gwiazda
asocjacji,asocjacja
gromad,gromada
kulistych,kulisty
systemów,system
obiektów,obiekt
pozagalaktycznych,pozagalaktyczny
gromad,gromada
gwiazd,gwiazda
asocjacji,asocjacja
Drugie,drugi
katalogu,katalog
zostało,zostać
zestawione,zestawić
roku,rok
Budapeszcie,Budapeszt
Belę,Bela
Balazsa,Balazs
Ruprechta,Ruprecht
Stanach,Stany
Zjednoczonych,zjednoczyć
stanie,stan
hrabstwie,hrabstwo
roku,rok
liczyło,liczyć
mieszkańców,mieszkaniec
ur,urodzony
kwietnia,kwiecień
roku,rok
Hadze,Haga
Pucharze,puchar
Davisa,Davis
gronie,grono
profesjonalistów,profesjonalista
Występując,występować
wygrał,wygrać
turniejów,turniej
rangi,ranga
grze,gra
pojedynczej,pojedynczy
rangi,ranga
grze,gra
podwójnej,podwójny
największym,duży
osiągnięciem,osiągnięcie
jest,być
turnieju,turniej
rozgrywanym,rozgrywać
nawierzchni,nawierzchnia
trawiastej,trawiasty
przegrał,przegrać
parą,para
roku,rok
reprezentuje,reprezentować
Holandię,Holandia
Pucharze,puchar
Davisa,Davis
końca,koniec
roku,rok
rozegrał,rozegrać
meczów,mecz
singlu,singel
wygrał,wygrać
pojedynków,pojedynek
przegrał,przegrać
deblu,debel
zagrał,zagrać
meczach,mecz
które,który
przegrał,przegrać
rankingu,ranking
singlistów,singlista
zajmował,zajmować
kwietnia,kwiecień
rankingu,ranking
deblistów,deblista
czerwca,czerwiec
Anglii,Anglia
hrabstwie,hrabstwo
dystrykcie,dystrykt
Leży,leż
km,kilometr
miasta,miasto
km,kilometr
Londynu,Londyn
liczyła,liczyć
mieszkańców,mieszkaniec
Anglii,Anglia
hrabstwie,hrabstwo
Leży,leż
km,kilometr
miasta,miasto
km,kilometr
Londynu,Londyn
Miejska,miejski
księżyca,Księżyc
Miejska,miejski
księżyca,Księżyc
wydany,wydać
Stare,stary
Dobre,dobry
roku,rok
ur,urodzony
września,wrzesień
zm,zmarł
grudnia,grudzień
Sztabu,sztab
Generalnego,generalny
Armii,armia
Włoskiej,włoski
latach,rok
armii,armia
włoskiej,włoski
wojny,wojna
światowej,światowy
przystąpieniu,przystąpić
Włoch,Włochy
wojny,wojna
zorganizował,zorganizować
ofensyw,ofensywa
Austriakom,Austriak
wykorzystując,wykorzystywać
olbrzymią,olbrzymi
przewagę,przewaga
liczebną,liczebny
przeciwnikiem,przeciwnik
granicy,granica
Węgrami,Węgier
dysponował,dysponować
tysiącami,tysiąc
ludzi,człowiek
tym,ten
czasie,czas
austriacka,austriacki
liczyła,liczyć
tysięcy,tysiąc
ludzi,człowiek
biegiem,bieg
czasu,czas
te,ten
proporcje,proporcja
zaczęły,zacząć
Węgier,Węgry
maja,maj
marca,marzec
roku,rok
dowodzeni,dowodzić
gen,generał
Włosi,Włoch
stoczyli,stoczyć
sumie,suma
bitew,bitwa
żadna,żaden
nich,on
przyniosła,przynieść
im,on
większego,duży
sukcesu,sukces
Zdołali,zdołać
nieduże,nieduży
obszary,obszar
Trydentu,Trydent
słabe,słaby
słabe,słaby
wojsk,wojsko
walczących,walczyć
Austriakami,Austriak
wysokie,wysoki
straty,strata
ludzkie,ludzki
wyroków,wyrok
śmierci,śmierć
żołnierzach,żołnierz
oskarżonych,oskarżony
rozstrzeliwanych,rozstrzeliwać
plutony,pluton
egzekucyjne,egzekucyjny
klęsce,klęska
wojsk,wojsko
włoskich,włoski
bitwie,bitwa
został,zostać
zastąpiony,zastąpić
generała,generał
dojściu,dojść
władzy,władza
Benito,Benita
Mussoliniego,Mussolini
mianowany,mianować
marszałkiem,Marszałek
samochodu,samochód
osobowego,osobowy
produkowanego,produkować
firmę,firma
latach,rok
Jego,on
odpowiednikiem,odpowiednik
wersji,wersja
był,być
latach,rok
powstawał,powstawać
Finlandii,Finlandia
zakładzie,zakład
firmy,firma
której,który
miała,mieć
udziały,udział
była,być
nowa,nowy
zmian,zmiana
jakie,jaki
zaszły,zajść
stosunku,stosunek
modelu,model
czyniła,czynić
tego,ten
pojazdu,pojazd
planowany,planować
stał,stać
odrębnym,odrębny
modelem,model
Zaprezentowano,zaprezentować
go,on
lutego,luty
roku,rok
Sztokholmie,Sztokholm
Główne,główny
zmiany,zmiana
stylistyczne,stylistyczny
dotyczyły,dotyczyć
tylnej,tylny
części,część
nadwozia,nadwozie
Przednia,przedni
samochodu,samochód
była,być
identyczna,identyczny
modelu,model
tylna,tylny
była,być
inna,inny
Boczne,boczny
tylne,tylny
szyby,szyb
zmieniły,zmienić
mała,mały
tylna,tylny
zastąpiona,zastąpić
została,zostać
dużą,duży
panoramiczną,panoramiczny
Tylne,tylny
błotniki,błotnik
dostosowano,dostosować
większych,duży
bardziej,bardzo
widocznych,widoczny
tylnych,tylny
lamp,lampa
stanowił,stanowić
pojemności,pojemność
zwiększonej,zwiększyć
mocy,moc
KM,kilometr
Nowością,nowość
była,być
biegów,bieg
roku,rok
zmieniono,zmienić
przednią,przedni
nadwozia,nadwozie
wkomponowanie,wkomponować
szerokiej,szeroki
atrapy,atrapa
chłodnicy,chłodnica
mającej,maić
maski,maska
silnika,silnik
atrapę,atrapa
wkomponowane,wkomponować
były,być
okrągłe,okrągły
reflektory,reflektor
Tylna,tylny
uległa,ulec
zmianie,zmiana
Produkcję,produkcja
modelu,model
silnikiem,silnik
dwusuwowym,dwusuwowy
zakończono,zakończyć
roku,rok
przygotowano,przygotować
będący,być
rzeczywistości,rzeczywistość
konstrukcją,konstrukcja
Forda,Ford
Był,być
pojemności,pojemność
mocy,moc
KM,kilometr
Saaba,saab
napędzał,napędzać
Forda,ford
roku,rok
rynku,rynek
amerykańskim,amerykański
zastąpiono,zastąpić
większą,duży
jednostką,jednostka
pojemności,pojemność
mocy,moc
KM,kilometr
Forda,ford
europie,europ
był,być
tym,ten
modelu,model
roku,rok
zmieniono,zmienić
tym,ten
razem,raz
zmieniając,zmieniać
okrągłe,okrągły
reflektory,reflektor
podłużne,podłużny
owalne,owalny
przeniesiono,przenieść
migacze,migacz
przednie,przedni
reflektorów,reflektor
błotniki,błotnik
roku,rok
zmienił,zmienić
przedniej,przedni
atrapy,atrapa
zachowując,zachowywać
Był,być
Stanach,Stany
Zjednoczonych,zjednoczyć
oferowano,oferować
Saaba,saab
Ostatnie,ostatni
zmiany,zmiana
nastąpiły,nastąpić
roku,rok
zmieniono,zmienić
przednie,przedni
kierunkowskazy,kierunkowskaz
upodabniając,upodabniać
je,on
tych,ten
znanych,znany
Saaba,saab
powiększono,powiększyć
tylne,tylny
lampy,lampa
We,w
wrześniu,wrzesień
roku,rok
zaprezentowano,zaprezentować
nową,nowy
rodzinę,rodzina
samochodów,samochód
oznaczono,oznaczyć
ją,on
symbolem,symbol
różnił,różnić
swojego,swój
poprzednika,poprzednik
Miał,mieć
linię,Linia
boczną,boczny
wysokości,wysokość
górnej,górny
krawędzi,krawędź
błotnika,błotnik
boku,bok
nadwozia,nadwozie
progach,próg
znajdowały,znajdować
szerokie,szeroki
listwy,listwa
tworzywa,tworzywo
sztucznego,sztuczny
górne,górny
krawędzie,krawędź
listew,listwa
bocznych,boczny
wykonanych,wykonać
plastiku,plastik
były,być
tej,ten
samej,sam
wysokości,wysokość
przednia,przedni
samochodu,samochód
została,zostać
pochylona,pochylić
tyłu,tył
nadając,nadawać
pojazdowi,pojazd
bardziej,bardzo
aerodynamiczna,aerodynamiczny
sylwetkę,sylwetka
wycieraczki,wycieraczka
przedniej,przedni
szyby,szyba
chowane,chować
były,być
maską,maska
wozu,wóz
in,inaczej
przyczyniało,przyczyniać
korzystniejszego,korzystny
współczynnika,współczynnik
oporu,opór
powietrza,powietrze
wynoszącego,wynosić
tym,ten
modelu,model
opracowywano,opracowywać
lat,rok
Samochody,samochód
klasy,klasa
miały,mieć
skuteczne,skuteczny
hamulce,hamulec
przednie,przedni
tarcze,tarcza
hamulcowe,hamulcowy
były,być
wentylowane,wentylować
we,w
wszystkich,wszystek
modelach,model
stosowany,stosować
był,być
Samochody,samochód
większych,duży
pojemnościach,pojemność
wyposażone,wyposażyć
były,być
Budowane,budować
były,być
samochody,samochód
wydłużonym,wydłużony
nadwoziu,nadwozie
wydłużonym,wydłużony
cm,centymetr
rozstawie,rozstawa
osi,oś
pojazdy,pojazd
te,ten
oznaczano,oznaczać
dodatkową,dodatkowy
literą,litera
Kanady,Kanada
produkowano,produkować
auta,auto
silnikami,silnik
wysokoprężnymi,wysokoprężny
roku,rok
rozpoczęto,rozpocząć
produkcję,produkcja
modelu,model
oznaczenie,oznaczyć
modelu,model
końcu,koniec
dodawano,dodawać
literę,litera
Były,być
samochody,samochód
należące,należeć
najwyższej,wysoki
światowej,światowy
klasy,klasa
Jego,on
podkreślało,podkreślać
nadwozia,nadwozie
Należały,należeć
nich,on
in,inaczej
rozdzielcza,rozdzielczy
wyłożona,wyłożyć
wysokiej,wysoki
jakości,jakość
materiałami,materiał
tym,to
skórą,skóra
barwione,barwić
szyby,szyba
okien,okno
zabezpieczające,zabezpieczać
nadmiernym,nadmierny
nagrzewaniem,nagrzewać
wnętrza,wnętrze
opuszczane,opuszczać
szyby,szyba
miejsca,miejsce
kierowcy,kierowca
blokowane,blokować
bagażnika,bagażnik
klapka,klapek
wlewu,wlew
paliwa,paliwo
ogrzewana,ogrzewać
tylna,tylny
elektryczne,elektryczny
fotele,fotel
przednie,przedni
tylne,tylny
pamięcią,pamięć
elektryczne,elektryczny
zagłówki,zagłówek
inne,inny
Dodatkowym,dodatkowy
wyposażeniem,wyposażenie
mogły,móc
reflektory,reflektor
zaopatrzone,zaopatrzyć
wycieraczki,wycieraczka
ze,z
spryskiwaczami,spryskiwacz
ogrzewane,ogrzewać
fotele,fotel
dopłatą,dopłata
było,być
klimatyzację,klimatyzacja
poduszkę,poduszka
powietrzną,powietrzny
montowaną,montować
piaście,piasta
kierownicy,kierownica
poduszkę,poduszka
powietrzną,powietrzny
pasażera,pasażer
przodu,przód
pojazdów,pojazd
stawiało,stawiać
mniejszy,mały
powietrzu,powietrze
jego,on
Modele,model
silników,silnik
Modele,model
SE,siebie
silnikiem,silnik
benzynowym,benzynowy
przedłużona,przedłużyć
silnikiem,silnik
benzynowym,benzynowy
silnikiem,silnik
wysokoprężnym,wysokoprężny
przedłużona,przedłużyć
silnikiem,silnik
wysokoprężnym,wysokoprężny
Modele,model
Modele,model
Modele,model
Dane,dana
techniczne,techniczny
samonośne,samonośny
drzwiowe,drzwiowy
miejscowe,miejscowy
umieszczony,umieścić
przodu,przód
napędem,napęd
tylną,tylny
skokowa,skokowy
maksymalna,maksymalny
KM,kilometr
sprężania,sprężać
przekładniowa,przekładniowy
biegowa,biegowy
automatyczna,automatyczny
Hamulce,hamulec
ze,z
wspomaganiem,wspomaganie
przednie,przedni
tylne,tylny
tarczowe,tarczowy
wymiarach,wymiar
cm,centymetr
cm,centymetr
Rozstaw,rozstawić
osi,oś
cm,centymetr
cm,centymetr
własna,własny
pojazdu,pojazd
kg,kilogram
maksymalna,maksymalny
km,kilometr
Polsce,Polska
położona,położyć
województwie,województwo
małopolskim,małopolski
powiecie,powiat
limanowskim,limanowski
gminie,gmina
latach,rok
należała,należeć
województwa,województwo
nowosądeckiego,nowosądecki
We,w
wsi,wieś
znajduje,znajdować
podstawowa,podstawowy
Kultury,kultura
remiza,remiz
Ochotniczej,ochotniczy
Straży,straż
Pożarnej,pożarny
została,zostać
założona,założyć
Orłów,orzeł
Orłów,Orłowo
Polsce,Polska
położona,położyć
województwie,województwo
lubelskim,lubelski
powiecie,powiat
krasnostawskim,krasnostawski
gminie,gmina
latach,rok
należała,należeć
województwa,województwo
zamojskiego,zamojski
Znajduje,znajdować
wybudowany,wybudować
latach,rok
wieku,wiek
może,móc
dwu,dwa
tysiąca,tysiąc
osób,osoba
przebudowany,przebudować
Zbudowany,zbudować
został,zostać
miejscowego,miejscowy
surowca,surowiec
wapienia,wapień
Druga,drugi
ze,z
znanych,znany
budowli,budowla
we,w
wsi,wieś
hrabiego,hrabia
Kickiego,Kicki
przekazany,przekazać
testamencie,testament
wspólnoty,wspólnota
wiejskiej,wiejski
szkoły,szkoła
podstawowej,podstawowy
otoczony,otoczyć
zadbanym,zadbać
parkiem,park
stylu,styl
angielskim,angielski
znajduje,znajdować
rękach,ręka
prywatnych,prywatny
Jedna,jeden
pałacu,pałac
mieści,mieścić
tej,ten
chwili,chwila
zdrowia,zdrowie
druga,drugi
opuszczona,opuścić
Pocztę,poczta
Polską,Polska
niszczeje,niszczeć
Ruiny,ruina
ceglane,ceglany
filary,filar
przypory,przypor
wiecznego,wieczny
zamku,zamek
spalonego,spalić
zniszczonego,zniszczyć
najprawdopodobniej,prawdopodobnie
Kozaków,Kozak
czasie,czas
powstania,powstanie
Chmielnickiego,Chmielnicki
czasie,czas
jego,on
